name,priceUI,reviewCount,urlUI
添好運點心專門店,$51-100,191,/zh/hongkong/r-%E6%B7%BB%E5%A5%BD%E9%81%8B%E9%BB%9E%E5%BF%83%E5%B0%88%E9%96%80%E5%BA%97-%E4%B8%AD%E7%92%B0-%E6%B8%AF%E5%BC%8F-%E9%BB%9E%E5%BF%83-r61957
太平飯店,$101-200,88,/zh/hongkong/r-%E5%A4%AA%E5%B9%B3%E9%A3%AF%E5%BA%97-%E5%8C%97%E8%A7%92-%E6%BD%AE%E5%B7%9E%E8%8F%9C-%E7%B2%A5%E5%93%81-r434327
小肥牛蒸氣石鍋火鍋專門店,$101-200,102,/zh/hongkong/r-%E5%B0%8F%E8%82%A5%E7%89%9B%E8%92%B8%E6%B0%A3%E7%9F%B3%E9%8D%8B%E7%81%AB%E9%8D%8B%E5%B0%88%E9%96%80%E5%BA%97-%E6%B2%B9%E9%BA%BB%E5%9C%B0-%E6%B8%AF%E5%BC%8F-%E7%81%AB%E9%8D%8B-r491459
大班樓,$401-800,187,/zh/hongkong/r-%E5%A4%A7%E7%8F%AD%E6%A8%93-%E4%B8%AD%E7%92%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-r36252
伙食工業,$51-100,134,/zh/hongkong/r-%E4%BC%99%E9%A3%9F%E5%B7%A5%E6%A5%AD-%E7%81%AB%E7%82%AD-%E6%B8%AF%E5%BC%8F-all-day-breakfast-r164715
Bao Bei,$201-400,44,/zh/hongkong/r-bao-bei-%E4%B8%AD%E7%92%B0-%E6%B8%AF%E5%BC%8F-%E6%BC%A2%E5%A0%A1%E5%8C%85-r474224
湘蜀人家,$101-200,65,/zh/hongkong/r-%E6%B9%98%E8%9C%80%E4%BA%BA%E5%AE%B6-%E7%81%A3%E4%BB%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r541460
真心泰國菜館,$101-200,154,/zh/hongkong/r-%E7%9C%9F%E5%BF%83%E6%B3%B0%E5%9C%8B%E8%8F%9C%E9%A4%A8-%E6%97%BA%E8%A7%92-%E6%B3%B0%E5%9C%8B%E8%8F%9C-%E5%92%96%E5%96%B1-r17294
黃枝記,$51-100,89,/zh/hongkong/r-%E9%BB%83%E6%9E%9D%E8%A8%98-%E4%B8%AD%E7%92%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B2%A5%E5%93%81-r94549
十二味不只是烤魚,$101-200,98,/zh/hongkong/r-%E5%8D%81%E4%BA%8C%E5%91%B3%E4%B8%8D%E5%8F%AA%E6%98%AF%E7%83%A4%E9%AD%9A-%E7%B4%85%E7%A3%A1-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r497336
点心代表,$101-200,220,/zh/hongkong/r-%E7%82%B9%E5%BF%83%E4%BB%A3%E8%A1%A8-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%BB%9E%E5%BF%83-r450718
王家沙花樣年華,$101-200,50,/zh/hongkong/r-%E7%8E%8B%E5%AE%B6%E6%B2%99%E8%8A%B1%E6%A8%A3%E5%B9%B4%E8%8F%AF-%E9%8A%85%E9%91%BC%E7%81%A3-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-r509466
拍板小館,$201-400,81,/zh/hongkong/r-%E6%8B%8D%E6%9D%BF%E5%B0%8F%E9%A4%A8-%E4%BD%90%E6%95%A6-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E6%B5%B7%E9%AE%AE-r159204
南小館,$101-200,74,/zh/hongkong/r-%E5%8D%97%E5%B0%8F%E9%A4%A8-%E5%B0%96%E6%B2%99%E5%92%80-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-%E9%BB%9E%E5%BF%83-r453838
火鍋本色,$101-200,69,/zh/hongkong/r-%E7%81%AB%E9%8D%8B%E6%9C%AC%E8%89%B2-%E8%A5%BF%E7%92%B0-%E6%B8%AF%E5%BC%8F-%E7%81%AB%E9%8D%8B-r185429
萬發海鮮飯店,$101-200,91,/zh/hongkong/r-%E8%90%AC%E7%99%BC%E6%B5%B7%E9%AE%AE%E9%A3%AF%E5%BA%97-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E6%B8%AF%E5%BC%8F-r16528
金寶泰國菜館,$101-200,97,/zh/hongkong/r-%E9%87%91%E5%AF%B6%E6%B3%B0%E5%9C%8B%E8%8F%9C%E9%A4%A8-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E6%B3%B0%E5%9C%8B%E8%8F%9C-%E6%B9%AF%E5%93%81-r19833
阿鴻小吃,$101-200,75,/zh/hongkong/r-%E9%98%BF%E9%B4%BB%E5%B0%8F%E5%90%83-%E8%A7%80%E5%A1%98-%E6%B8%AF%E5%BC%8F-r159647
飲茶,$101-200,91,/zh/hongkong/r-%E9%A3%B2%E8%8C%B6-%E6%97%BA%E8%A7%92-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%BB%9E%E5%BF%83-r528691
台南阿豆仔,$50以下,105,/zh/hongkong/r-%E5%8F%B0%E5%8D%97%E9%98%BF%E8%B1%86%E4%BB%94-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E5%8F%B0%E5%BC%8F%E9%A3%B2%E5%93%81-r502907
裕記大飯店,$101-200,283,/zh/hongkong/r-%E8%A3%95%E8%A8%98%E5%A4%A7%E9%A3%AF%E5%BA%97-%E6%B7%B1%E4%BA%95-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%87%92%E8%87%98-r4171
粵來順,$101-200,57,/zh/hongkong/r-%E7%B2%B5%E4%BE%86%E9%A0%86-%E6%97%BA%E8%A7%92-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%87%92%E8%87%98-r192590
泉章居,$101-200,345,/zh/hongkong/r-%E6%B3%89%E7%AB%A0%E5%B1%85-%E6%97%BA%E8%A7%92-%E5%AE%A2%E5%AE%B6%E8%8F%9C-r436
金公館,$201-400,79,/zh/hongkong/r-%E9%87%91%E5%85%AC%E9%A4%A8-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r527010
翠玉軒,$201-400,127,/zh/hongkong/r-%E7%BF%A0%E7%8E%89%E8%BB%92-%E4%B8%AD%E7%92%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%BB%9E%E5%BF%83-r7204
莆田,$101-200,67,/zh/hongkong/r-%E8%8E%86%E7%94%B0-%E5%B0%87%E8%BB%8D%E6%BE%B3-%E9%96%A9%E8%8F%9C-%E7%A6%8F%E5%BB%BA-%E6%B5%B7%E9%AE%AE-r470091
友心酸辣粉私房菜,$201-400,56,/zh/hongkong/r-%E5%8F%8B%E5%BF%83%E9%85%B8%E8%BE%A3%E7%B2%89%E7%A7%81%E6%88%BF%E8%8F%9C-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r465879
三希樓,$201-400,81,/zh/hongkong/r-%E4%B8%89%E5%B8%8C%E6%A8%93-%E5%8D%8A%E5%B1%B1-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r21564
料理農務,$101-200,85,/zh/hongkong/r-%E6%96%99%E7%90%86%E8%BE%B2%E5%8B%99-%E4%B8%AD%E7%92%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E6%9C%89%E6%A9%9F%E9%A3%9F%E5%93%81-r186140
龍閣極上火鍋料理,$201-400,75,/zh/hongkong/r-%E9%BE%8D%E9%96%A3%E6%A5%B5%E4%B8%8A%E7%81%AB%E9%8D%8B%E6%96%99%E7%90%86-%E7%B4%85%E7%A3%A1-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r471436
正宗上海生煎皇,$50以下,84,/zh/hongkong/r-%E6%AD%A3%E5%AE%97%E4%B8%8A%E6%B5%B7%E7%94%9F%E7%85%8E%E7%9A%87-%E9%8A%85%E9%91%BC%E7%81%A3-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-%E4%B8%AD%E5%BC%8F%E5%8C%85%E9%BB%9E-r537035
漢年茶餐廳,$50以下,122,/zh/hongkong/r-%E6%BC%A2%E5%B9%B4%E8%8C%B6%E9%A4%90%E5%BB%B3-%E5%A4%A7%E5%9C%8D-%E6%B8%AF%E5%BC%8F-r6157
泰豊廔酒家,$51-100,295,/zh/hongkong/r-%E6%B3%B0%E8%B1%8A%E5%BB%94%E9%85%92%E5%AE%B6-%E5%B0%96%E6%B2%99%E5%92%80-%E4%BA%AC%E8%8F%9C-%E5%AE%98%E5%BA%9C%E8%8F%9C-%E7%81%AB%E9%8D%8B-r3436
金豪酒家,$201-400,80,/zh/hongkong/r-%E9%87%91%E8%B1%AA%E9%85%92%E5%AE%B6-%E5%8C%97%E8%A7%92-%E6%B8%AF%E5%BC%8F-%E7%81%AB%E9%8D%8B-r68992
欣圖軒,$401-800,127,/zh/hongkong/r-%E6%AC%A3%E5%9C%96%E8%BB%92-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%BB%9E%E5%BF%83-r1799
嘉麟樓,$401-800,163,/zh/hongkong/r-%E5%98%89%E9%BA%9F%E6%A8%93-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E6%B5%B7%E9%AE%AE-r3250
夜上海,$201-400,139,/zh/hongkong/r-%E5%A4%9C%E4%B8%8A%E6%B5%B7-%E5%B0%96%E6%B2%99%E5%92%80-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-r10001
巴依餐廳,$101-200,208,/zh/hongkong/r-%E5%B7%B4%E4%BE%9D%E9%A4%90%E5%BB%B3-%E8%A5%BF%E7%92%B0-%E6%96%B0%E7%96%86%E8%8F%9C-%E9%9B%B2%E5%90%9E-%E9%A4%83%E5%AD%90-r15599
滾得棧,$201-400,101,/zh/hongkong/r-%E6%BB%BE%E5%BE%97%E6%A3%A7-%E5%A4%A9%E5%90%8E-%E6%B8%AF%E5%BC%8F-%E7%81%AB%E9%8D%8B-r51323
滄浪亭,$50以下,72,/zh/hongkong/r-%E6%BB%84%E6%B5%AA%E4%BA%AD-%E7%B4%85%E7%A3%A1-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-%E6%8B%89%E9%BA%B5-r138955
鳳城酒家,$101-200,347,/zh/hongkong/r-%E9%B3%B3%E5%9F%8E%E9%85%92%E5%AE%B6-%E5%A4%AA%E5%AD%90-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%BB%9E%E5%BF%83-r7705
聰嫂私房甜品,$50以下,327,/zh/hongkong/r-%E8%81%B0%E5%AB%82%E7%A7%81%E6%88%BF%E7%94%9C%E5%93%81-%E5%B0%87%E8%BB%8D%E6%BE%B3-%E6%B8%AF%E5%BC%8F-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r13798
金潮小廚,$101-200,289,/zh/hongkong/r-%E9%87%91%E6%BD%AE%E5%B0%8F%E5%BB%9A-%E8%91%B5%E8%8A%B3-%E6%B8%AF%E5%BC%8F-r13486
點點心,$51-100,114,/zh/hongkong/r-%E9%BB%9E%E9%BB%9E%E5%BF%83-%E6%97%BA%E8%A7%92-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r74998
百利火鍋海鮮酒家,$101-200,111,/zh/hongkong/r-%E7%99%BE%E5%88%A9%E7%81%AB%E9%8D%8B%E6%B5%B7%E9%AE%AE%E9%85%92%E5%AE%B6-%E5%A4%AA%E5%AD%90-%E6%B8%AF%E5%BC%8F-%E7%81%AB%E9%8D%8B-r14093
樂農,$101-200,123,/zh/hongkong/r-%E6%A8%82%E8%BE%B2-%E7%81%A3%E4%BB%94-%E6%B8%AF%E5%BC%8F-%E7%B4%A0%E9%A3%9F-r48621
西門町台灣麵食,$51-100,638,/zh/hongkong/r-%E8%A5%BF%E9%96%80%E7%94%BA%E5%8F%B0%E7%81%A3%E9%BA%B5%E9%A3%9F-%E6%97%BA%E8%A7%92-%E5%8F%B0%E7%81%A3%E8%8F%9C-r7723
李好味,$201-400,40,/zh/hongkong/r-%E6%9D%8E%E5%A5%BD%E5%91%B3-%E4%B8%AD%E7%92%B0-%E6%B8%AF%E5%BC%8F-r495851
新斗記,$201-400,206,/zh/hongkong/r-%E6%96%B0%E6%96%97%E8%A8%98-%E4%BD%90%E6%95%A6-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%87%92%E8%87%98-r16167
六和素食,$101-200,52,/zh/hongkong/r-%E5%85%AD%E5%92%8C%E7%B4%A0%E9%A3%9F-%E9%8A%85%E9%91%BC%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B4%A0%E9%A3%9F-r471823
潮福蒸氣石鍋,$201-400,83,/zh/hongkong/r-%E6%BD%AE%E7%A6%8F%E8%92%B8%E6%B0%A3%E7%9F%B3%E9%8D%8B-%E9%9D%92%E8%A1%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r471527
東煲西炒,$51-100,68,/zh/hongkong/r-%E6%9D%B1%E7%85%B2%E8%A5%BF%E7%82%92-%E8%A7%80%E5%A1%98-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%9B%9E%E7%85%B2-r522912
圓方餃子粥麵,$50以下,76,/zh/hongkong/r-%E5%9C%93%E6%96%B9%E9%A4%83%E5%AD%90%E7%B2%A5%E9%BA%B5-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E6%B8%AF%E5%BC%8F-%E7%B2%A5%E5%93%81-r49801
華倫餐廳,$51-100,75,/zh/hongkong/r-%E8%8F%AF%E5%80%AB%E9%A4%90%E5%BB%B3-%E9%8A%85%E9%91%BC%E7%81%A3-%E8%A5%BF%E5%BC%8F-%E7%87%92%E8%87%98-r506637
嚐館,$201-400,55,/zh/hongkong/r-%E5%9A%90%E9%A4%A8-%E7%81%A3%E4%BB%94-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r461140
旺角海鮮菜館,$101-200,68,/zh/hongkong/r-%E6%97%BA%E8%A7%92%E6%B5%B7%E9%AE%AE%E8%8F%9C%E9%A4%A8-%E6%97%BA%E8%A7%92-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E6%B9%AF%E5%93%81-r537865
勝記酒家,$101-200,79,/zh/hongkong/r-%E5%8B%9D%E8%A8%98%E9%85%92%E5%AE%B6-%E7%81%A3%E4%BB%94-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-r539497
醋娘子,$51-100,74,/zh/hongkong/r-%E9%86%8B%E5%A8%98%E5%AD%90-%E4%B8%8A%E7%92%B0-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r439790
爺爺雞煲皇,$101-200,51,/zh/hongkong/r-%E7%88%BA%E7%88%BA%E9%9B%9E%E7%85%B2%E7%9A%87-%E8%A7%80%E5%A1%98-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E9%9B%9E%E7%85%B2-r471837
