name,priceUI,reviewCount,urlUI
黃枝記,$51-100,102,/zh/hongkong/r-%E9%BB%83%E6%9E%9D%E8%A8%98-%E9%8A%85%E9%91%BC%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B2%A5%E5%93%81-r470718
227甜棧,$50以下,171,/zh/hongkong/r-227%E7%94%9C%E6%A3%A7-%E5%A4%AA%E5%AD%90-%E6%B8%AF%E5%BC%8F-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r143071
八月居,$201-400,250,/zh/hongkong/r-%E5%85%AB%E6%9C%88%E5%B1%85-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-r19972
莆田,$101-200,121,/zh/hongkong/r-%E8%8E%86%E7%94%B0-%E9%91%BD%E7%9F%B3%E5%B1%B1-%E9%96%A9%E8%8F%9C-%E7%A6%8F%E5%BB%BA-%E6%B5%B7%E9%AE%AE-r206314
壹玖捌叁,$201-400,104,/zh/hongkong/r-%E5%A3%B9%E7%8E%96%E6%8D%8C%E5%8F%81-%E8%B7%91%E9%A6%AC%E5%9C%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%BB%9E%E5%BF%83-r87395
阿爺粥品手工涮涮鍋,$201-400,130,/zh/hongkong/r-%E9%98%BF%E7%88%BA%E7%B2%A5%E5%93%81%E6%89%8B%E5%B7%A5%E6%B6%AE%E6%B6%AE%E9%8D%8B-%E8%8D%83%E7%81%A3-%E6%B8%AF%E5%BC%8F-%E7%81%AB%E9%8D%8B-r527271
上海弄堂菜肉餛飩,$51-100,84,/zh/hongkong/r-%E4%B8%8A%E6%B5%B7%E5%BC%84%E5%A0%82%E8%8F%9C%E8%82%89%E9%A4%9B%E9%A3%A9-%E7%81%A3%E4%BB%94-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-r513891
川味雞烤魚大王,$101-200,109,/zh/hongkong/r-%E5%B7%9D%E5%91%B3%E9%9B%9E%E7%83%A4%E9%AD%9A%E5%A4%A7%E7%8E%8B-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r128946
海景軒,$401-800,221,/zh/hongkong/r-%E6%B5%B7%E6%99%AF%E8%BB%92-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%BB%9E%E5%BF%83-r1252
江南庭敘,$101-200,128,/zh/hongkong/r-%E6%B1%9F%E5%8D%97%E5%BA%AD%E6%95%98-%E4%B9%9D%E9%BE%8D%E7%81%A3-%E6%B8%AF%E5%BC%8F-%E7%81%AB%E9%8D%8B-r513250
大都烤鴨,$201-400,170,/zh/hongkong/r-%E5%A4%A7%E9%83%BD%E7%83%A4%E9%B4%A8-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-r75985
盛記盆菜&盛記麵家,$101-200,160,/zh/hongkong/r-%E7%9B%9B%E8%A8%98%E7%9B%86%E8%8F%9C-%E7%9B%9B%E8%A8%98%E9%BA%B5%E5%AE%B6-%E6%B2%99%E7%94%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r14802
上海廳,$101-200,97,/zh/hongkong/r-%E4%B8%8A%E6%B5%B7%E5%BB%B3-%E9%BB%83%E5%A4%A7%E4%BB%99-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-r472231
陵發潮州白粥,$101-200,186,/zh/hongkong/r-%E9%99%B5%E7%99%BC%E6%BD%AE%E5%B7%9E%E7%99%BD%E7%B2%A5-%E5%A4%AA%E5%AD%90-%E6%BD%AE%E5%B7%9E%E8%8F%9C-%E7%B2%A5%E5%93%81-r18268
慶麵,$51-100,88,/zh/hongkong/r-%E6%85%B6%E9%BA%B5-%E5%A4%A7%E8%A7%92%E5%92%80-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E6%8B%89%E9%BA%B5-r450296
火鍋頭,$201-400,110,/zh/hongkong/r-%E7%81%AB%E9%8D%8B%E9%A0%AD-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E6%B8%AF%E5%BC%8F-%E7%81%AB%E9%8D%8B-r472788
蓮香居,$101-200,294,/zh/hongkong/r-%E8%93%AE%E9%A6%99%E5%B1%85-%E4%B8%8A%E7%92%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B2%A5%E5%93%81-r31507
國金軒,$201-400,188,/zh/hongkong/r-%E5%9C%8B%E9%87%91%E8%BB%92-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-r37825
潮福蒸氣石鍋,$201-400,118,/zh/hongkong/r-%E6%BD%AE%E7%A6%8F%E8%92%B8%E6%B0%A3%E7%9F%B3%E9%8D%8B-%E8%A5%BF%E7%92%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r459697
皇朝私房火鍋,$201-400,86,/zh/hongkong/r-%E7%9A%87%E6%9C%9D%E7%A7%81%E6%88%BF%E7%81%AB%E9%8D%8B-%E7%B4%85%E7%A3%A1-%E6%B8%AF%E5%BC%8F-%E7%81%AB%E9%8D%8B-r172743
甜姨姨私房甜品,$50以下,249,/zh/hongkong/r-%E7%94%9C%E5%A7%A8%E5%A7%A8%E7%A7%81%E6%88%BF%E7%94%9C%E5%93%81-%E5%A4%A9%E5%90%8E-%E6%B8%AF%E5%BC%8F-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r32066
肉餅哥小炒料理,$51-100,130,/zh/hongkong/r-%E8%82%89%E9%A4%85%E5%93%A5%E5%B0%8F%E7%82%92%E6%96%99%E7%90%86-%E5%A4%A7%E5%9C%8D-%E6%B8%AF%E5%BC%8F-r528481
味苑,$101-200,87,/zh/hongkong/r-%E5%91%B3%E8%8B%91-%E7%81%A3%E4%BB%94-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%87%92%E8%87%98-r506870
圃公館,$201-400,118,/zh/hongkong/r-%E5%9C%83%E5%85%AC%E9%A4%A8-%E7%81%A3%E4%BB%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r509762
聚點,$51-100,75,/zh/hongkong/r-%E8%81%9A%E9%BB%9E-%E5%B0%96%E6%B2%99%E5%92%80-%E6%B8%AF%E5%BC%8F-%E9%BB%9E%E5%BF%83-r166940
紫荊閣,$201-400,105,/zh/hongkong/r-%E7%B4%AB%E8%8D%8A%E9%96%A3-%E7%B4%85%E7%A3%A1-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r514201
南小館,$101-200,169,/zh/hongkong/r-%E5%8D%97%E5%B0%8F%E9%A4%A8-%E9%8A%85%E9%91%BC%E7%81%A3-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-%E9%BB%9E%E5%BF%83-r108891
北京老家,$101-200,96,/zh/hongkong/r-%E5%8C%97%E4%BA%AC%E8%80%81%E5%AE%B6-%E6%97%BA%E8%A7%92-%E4%BA%AC%E8%8F%9C-%E5%AE%98%E5%BA%9C%E8%8F%9C-%E9%9B%B2%E5%90%9E-%E9%A4%83%E5%AD%90-r458778
Pinot Duck,$101-200,90,/zh/hongkong/r-pinot-duck-%E8%B5%A4%E6%9F%B1-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E9%85%92-r436015
甘牌燒鵝,$51-100,161,/zh/hongkong/r-%E7%94%98%E7%89%8C%E7%87%92%E9%B5%9D-%E7%81%A3%E4%BB%94-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%87%92%E8%87%98-r175339
点心代表,$101-200,105,/zh/hongkong/r-%E7%82%B9%E5%BF%83%E4%BB%A3%E8%A1%A8-%E4%B8%AD%E7%92%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%BB%9E%E5%BF%83-r480360
卷福和他的朋友們,$101-200,76,/zh/hongkong/r-%E5%8D%B7%E7%A6%8F%E5%92%8C%E4%BB%96%E7%9A%84%E6%9C%8B%E5%8F%8B%E5%80%91-%E4%B8%8A%E7%92%B0-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r504478
Les Saveurs Private Kitchen,$401-800,77,/zh/hongkong/r-les-saveurs-private-kitchen-%E9%8A%85%E9%91%BC%E7%81%A3-%E6%B3%95%E5%9C%8B%E8%8F%9C-fine-dining-r158812
北京老家,$101-200,99,/zh/hongkong/r-%E5%8C%97%E4%BA%AC%E8%80%81%E5%AE%B6-%E5%B0%96%E6%B2%99%E5%92%80-%E4%BA%AC%E8%8F%9C-%E5%AE%98%E5%BA%9C%E8%8F%9C-%E9%9B%B2%E5%90%9E-%E9%A4%83%E5%AD%90-r153978
過橋麵檔,$50以下,191,/zh/hongkong/r-%E9%81%8E%E6%A9%8B%E9%BA%B5%E6%AA%94-%E5%85%83%E6%9C%97-%E6%B8%AF%E5%BC%8F-%E7%84%A1%E8%82%89%E9%A4%90%E5%96%AE-r17034
潮福蒸氣石鍋,$201-400,115,/zh/hongkong/r-%E6%BD%AE%E7%A6%8F%E8%92%B8%E6%B0%A3%E7%9F%B3%E9%8D%8B-%E6%97%BA%E8%A7%92-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r460338
三姐松記糖水,$50以下,135,/zh/hongkong/r-%E4%B8%89%E5%A7%90%E6%9D%BE%E8%A8%98%E7%B3%96%E6%B0%B4-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E6%B8%AF%E5%BC%8F-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r18897
汀汀烤活魚,$51-100,92,/zh/hongkong/r-%E6%B1%80%E6%B1%80%E7%83%A4%E6%B4%BB%E9%AD%9A-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r134923
龍閣極上火鍋料理,$201-400,96,/zh/hongkong/r-%E9%BE%8D%E9%96%A3%E6%A5%B5%E4%B8%8A%E7%81%AB%E9%8D%8B%E6%96%99%E7%90%86-%E6%97%BA%E8%A7%92-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r455759
何洪記,$51-100,141,/zh/hongkong/r-%E4%BD%95%E6%B4%AA%E8%A8%98-%E9%8A%85%E9%91%BC%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B2%A5%E5%93%81-r114105
甜入心,$50以下,107,/zh/hongkong/r-%E7%94%9C%E5%85%A5%E5%BF%83-%E4%B9%9D%E9%BE%8D%E7%81%A3-%E6%B8%AF%E5%BC%8F-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r493107
鹿鳴春飯店,$201-400,419,/zh/hongkong/r-%E9%B9%BF%E9%B3%B4%E6%98%A5%E9%A3%AF%E5%BA%97-%E5%B0%96%E6%B2%99%E5%92%80-%E4%BA%AC%E8%8F%9C-%E5%AE%98%E5%BA%9C%E8%8F%9C-%E5%B1%B1%E7%8F%8D%E6%B5%B7%E5%91%B3-r3249
源記甜品專家,$50以下,512,/zh/hongkong/r-%E6%BA%90%E8%A8%98%E7%94%9C%E5%93%81%E5%B0%88%E5%AE%B6-%E8%A5%BF%E7%92%B0-%E6%B8%AF%E5%BC%8F-%E4%B8%AD%E5%BC%8F%E7%B3%96%E6%B0%B4-r4180
中華滙館,$401-800,97,/zh/hongkong/r-%E4%B8%AD%E8%8F%AF%E6%BB%99%E9%A4%A8-%E4%B8%AD%E7%92%B0-%E4%BA%AC%E5%B7%9D%E6%BB%AC-%E9%BB%9E%E5%BF%83-r516087
四合院,$51-100,106,/zh/hongkong/r-%E5%9B%9B%E5%90%88%E9%99%A2-%E7%81%A3%E4%BB%94-%E4%BA%AC%E5%B7%9D%E6%BB%AC-r447340
糖水雄,$50以下,72,/zh/hongkong/r-%E7%B3%96%E6%B0%B4%E9%9B%84-%E4%BD%90%E6%95%A6-%E6%B8%AF%E5%BC%8F-%E7%B2%A5%E5%93%81-r189078
農米莊,$50以下,133,/zh/hongkong/r-%E8%BE%B2%E7%B1%B3%E8%8E%8A-%E6%97%BA%E8%A7%92-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r489930
南海一號,$201-400,155,/zh/hongkong/r-%E5%8D%97%E6%B5%B7%E4%B8%80%E8%99%9F-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%BB%9E%E5%BF%83-r40671
莆田,$101-200,108,/zh/hongkong/r-%E8%8E%86%E7%94%B0-%E9%8A%85%E9%91%BC%E7%81%A3-%E9%96%A9%E8%8F%9C-%E7%A6%8F%E5%BB%BA-%E6%B5%B7%E9%AE%AE-r176158
功德林上海素食,$101-200,197,/zh/hongkong/r-%E5%8A%9F%E5%BE%B7%E6%9E%97%E4%B8%8A%E6%B5%B7%E7%B4%A0%E9%A3%9F-%E5%B0%96%E6%B2%99%E5%92%80-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-%E7%B4%A0%E9%A3%9F-r1752
潮福蒸氣火鍋,$201-400,101,/zh/hongkong/r-%E6%BD%AE%E7%A6%8F%E8%92%B8%E6%B0%A3%E7%81%AB%E9%8D%8B-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r513707
聚滿坊粥底火鍋私房菜,$101-200,75,/zh/hongkong/r-%E8%81%9A%E6%BB%BF%E5%9D%8A%E7%B2%A5%E5%BA%95%E7%81%AB%E9%8D%8B%E7%A7%81%E6%88%BF%E8%8F%9C-%E4%BD%90%E6%95%A6-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r190806
鼎泰豐,$101-200,122,/zh/hongkong/r-%E9%BC%8E%E6%B3%B0%E8%B1%90-%E6%B2%99%E7%94%B0-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E9%BB%9E%E5%BF%83-r159176
最掂燒味,$50以下,68,/zh/hongkong/r-%E6%9C%80%E6%8E%82%E7%87%92%E5%91%B3-%E9%95%B7%E6%B2%99%E7%81%A3-%E6%B8%AF%E5%BC%8F-%E7%87%92%E8%87%98-r489133
粵,$201-400,164,/zh/hongkong/r-%E7%B2%B5-%E5%8C%97%E8%A7%92-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%BB%9E%E5%BF%83-r25212
阿詩瑪壹菌,$101-200,81,/zh/hongkong/r-%E9%98%BF%E8%A9%A9%E7%91%AA%E5%A3%B9%E8%8F%8C-%E5%A4%AA%E5%8F%A4-%E6%BB%87%E8%8F%9C-%E9%9B%B2%E5%8D%97-r160830
祥興記上海生煎包,$50以下,72,/zh/hongkong/r-%E7%A5%A5%E8%88%88%E8%A8%98%E4%B8%8A%E6%B5%B7%E7%94%9F%E7%85%8E%E5%8C%85-%E5%B0%96%E6%B2%99%E5%92%80-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-%E4%B8%AD%E5%BC%8F%E5%8C%85%E9%BB%9E-r483856
餃餃餃子,$51-100,83,/zh/hongkong/r-%E9%A4%83%E9%A4%83%E9%A4%83%E5%AD%90-%E7%81%A3%E4%BB%94-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E9%9B%B2%E5%90%9E-%E9%A4%83%E5%AD%90-r488788
太和殿海鮮火鍋,$101-200,82,/zh/hongkong/r-%E5%A4%AA%E5%92%8C%E6%AE%BF%E6%B5%B7%E9%AE%AE%E7%81%AB%E9%8D%8B-%E5%85%83%E6%9C%97-%E6%B8%AF%E5%BC%8F-%E7%81%AB%E9%8D%8B-r499979
百樂潮州酒樓,$101-200,134,/zh/hongkong/r-%E7%99%BE%E6%A8%82%E6%BD%AE%E5%B7%9E%E9%85%92%E6%A8%93-%E6%97%BA%E8%A7%92-%E6%BD%AE%E5%B7%9E%E8%8F%9C-%E6%B5%B7%E9%AE%AE-r128680
十二味不只是烤魚,$101-200,82,/zh/hongkong/r-%E5%8D%81%E4%BA%8C%E5%91%B3%E4%B8%8D%E5%8F%AA%E6%98%AF%E7%83%A4%E9%AD%9A-%E5%A4%A9%E5%90%8E-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r527138
綠林甜品,$50以下,490,/zh/hongkong/r-%E7%B6%A0%E6%9E%97%E7%94%9C%E5%93%81-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E6%B8%AF%E5%BC%8F-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r1889
蝦棧,$201-400,88,/zh/hongkong/r-%E8%9D%A6%E6%A3%A7-%E5%A4%AA%E5%AD%90-%E5%8F%B0%E7%81%A3%E8%8F%9C-%E6%B5%B7%E9%AE%AE-r537387
高流灣海鮮火鍋酒家,$201-400,144,/zh/hongkong/r-%E9%AB%98%E6%B5%81%E7%81%A3%E6%B5%B7%E9%AE%AE%E7%81%AB%E9%8D%8B%E9%85%92%E5%AE%B6-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r16993
利星火鍋海鮮小炒,$101-200,95,/zh/hongkong/r-%E5%88%A9%E6%98%9F%E7%81%AB%E9%8D%8B%E6%B5%B7%E9%AE%AE%E5%B0%8F%E7%82%92-%E6%B7%B1%E6%B0%B4%E5%9F%97-%E6%B8%AF%E5%BC%8F-%E7%87%92%E8%87%98-r98669
功德林上海素食,$101-200,184,/zh/hongkong/r-%E5%8A%9F%E5%BE%B7%E6%9E%97%E4%B8%8A%E6%B5%B7%E7%B4%A0%E9%A3%9F-%E9%8A%85%E9%91%BC%E7%81%A3-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-%E7%B4%A0%E9%A3%9F-r1753
十二味巴蜀江湖菜,$51-100,130,/zh/hongkong/r-%E5%8D%81%E4%BA%8C%E5%91%B3%E5%B7%B4%E8%9C%80%E6%B1%9F%E6%B9%96%E8%8F%9C-%E5%B0%96%E6%B2%99%E5%92%80-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-r488366
香宮,$401-800,143,/zh/hongkong/r-%E9%A6%99%E5%AE%AE-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E6%B5%B7%E9%AE%AE-r5510
再興燒臘飯店,$50以下,573,/zh/hongkong/r-%E5%86%8D%E8%88%88%E7%87%92%E8%87%98%E9%A3%AF%E5%BA%97-%E7%81%A3%E4%BB%94-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%87%92%E8%87%98-r1491
德記潮州菜館,$101-200,179,/zh/hongkong/r-%E5%BE%B7%E8%A8%98%E6%BD%AE%E5%B7%9E%E8%8F%9C%E9%A4%A8-%E8%A5%BF%E7%92%B0-%E6%BD%AE%E5%B7%9E%E8%8F%9C-r3519
天外天,$401-800,145,/zh/hongkong/r-%E5%A4%A9%E5%A4%96%E5%A4%A9-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%BB%9E%E5%BF%83-r51463
糖宮甜品專門店,$50以下,73,/zh/hongkong/r-%E7%B3%96%E5%AE%AE%E7%94%9C%E5%93%81%E5%B0%88%E9%96%80%E5%BA%97-%E5%A4%A7%E5%9C%8D-%E5%A4%9A%E5%9C%8B%E8%8F%9C-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r477777
鏞記酒家,$201-400,539,/zh/hongkong/r-%E9%8F%9E%E8%A8%98%E9%85%92%E5%AE%B6-%E4%B8%AD%E7%92%B0-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%87%92%E8%87%98-r4203
潮福蒸氣石鍋,$201-400,78,/zh/hongkong/r-%E6%BD%AE%E7%A6%8F%E8%92%B8%E6%B0%A3%E7%9F%B3%E9%8D%8B-%E5%A4%A7%E5%9F%94-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r461807
老馮茶居,$51-100,73,/zh/hongkong/r-%E8%80%81%E9%A6%AE%E8%8C%B6%E5%B1%85-%E5%85%83%E6%9C%97-%E6%B8%AF%E5%BC%8F-%E9%BB%9E%E5%BF%83-r450958
龍苑中菜廳,$201-400,151,/zh/hongkong/r-%E9%BE%8D%E8%8B%91%E4%B8%AD%E8%8F%9C%E5%BB%B3-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E6%B5%B7%E9%AE%AE-r1905
百味鮮辣蟹專門店,$101-200,75,/zh/hongkong/r-%E7%99%BE%E5%91%B3%E9%AE%AE%E8%BE%A3%E8%9F%B9%E5%B0%88%E9%96%80%E5%BA%97-%E8%A5%BF%E7%92%B0-%E6%B8%AF%E5%BC%8F-%E6%B5%B7%E9%AE%AE-r500499
渝酸辣粉,$51-100,174,/zh/hongkong/r-%E6%B8%9D%E9%85%B8%E8%BE%A3%E7%B2%89-%E9%8A%85%E9%91%BC%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r39073
一品雞煲火鍋,$101-200,65,/zh/hongkong/r-%E4%B8%80%E5%93%81%E9%9B%9E%E7%85%B2%E7%81%AB%E9%8D%8B-%E6%97%BA%E8%A7%92-%E6%B8%AF%E5%BC%8F-%E9%9B%9E%E7%85%B2-r451070
肥姐麻辣館,$51-100,78,/zh/hongkong/r-%E8%82%A5%E5%A7%90%E9%BA%BB%E8%BE%A3%E9%A4%A8-%E8%8D%83%E7%81%A3-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r471231
滿粥順德粥底海鮮火鍋,$201-400,69,/zh/hongkong/r-%E6%BB%BF%E7%B2%A5%E9%A0%86%E5%BE%B7%E7%B2%A5%E5%BA%95%E6%B5%B7%E9%AE%AE%E7%81%AB%E9%8D%8B-%E6%96%B0%E8%92%B2%E5%B4%97-%E9%A0%86%E5%BE%B7%E8%8F%9C-%E7%81%AB%E9%8D%8B-r509890
天龍軒,$401-800,113,/zh/hongkong/r-%E5%A4%A9%E9%BE%8D%E8%BB%92-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E9%BB%9E%E5%BF%83-r50748
永華麵家,$50以下,331,/zh/hongkong/r-%E6%B0%B8%E8%8F%AF%E9%BA%B5%E5%AE%B6-%E7%81%A3%E4%BB%94-%E6%B8%AF%E5%BC%8F-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r4024
潮福蒸氣石鍋,$201-400,77,/zh/hongkong/r-%E6%BD%AE%E7%A6%8F%E8%92%B8%E6%B0%A3%E7%9F%B3%E9%8D%8B-%E8%A5%BF%E7%81%A3%E6%B2%B3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E7%81%AB%E9%8D%8B-r460324
有緣小敍,$51-100,55,/zh/hongkong/r-%E6%9C%89%E7%B7%A3%E5%B0%8F%E6%95%8D-%E4%BD%90%E6%95%A6-%E9%99%9D%E8%8F%9C-%E9%99%9D%E8%A5%BF-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r185837
唐閣,$401-800,135,/zh/hongkong/r-%E5%94%90%E9%96%A3-%E5%B0%96%E6%B2%99%E5%92%80-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-%E6%B5%B7%E9%AE%AE-r3537
阿純山東餃子,$51-100,142,/zh/hongkong/r-%E9%98%BF%E7%B4%94%E5%B1%B1%E6%9D%B1%E9%A4%83%E5%AD%90-%E5%A4%AA%E5%AD%90-%E6%9D%B1%E5%8C%97%E8%8F%9C-%E7%B2%89%E9%BA%B5-%E7%B1%B3%E7%B7%9A-r53627
食力點心·雞煲專門店,$101-200,71,/zh/hongkong/r-%E9%A3%9F%E5%8A%9B%E9%BB%9E%E5%BF%83-%E9%9B%9E%E7%85%B2%E5%B0%88%E9%96%80%E5%BA%97-%E5%B0%96%E6%B2%99%E5%92%80-%E6%B8%AF%E5%BC%8F-%E9%9B%9E%E7%85%B2-r504280
手拉麵小廚,$51-100,127,/zh/hongkong/r-%E6%89%8B%E6%8B%89%E9%BA%B5%E5%B0%8F%E5%BB%9A-%E6%96%B0%E8%92%B2%E5%B4%97-%E4%BA%AC%E5%B7%9D%E6%BB%AC-%E6%8B%89%E9%BA%B5-r20204
麻痺雞,$101-200,59,/zh/hongkong/r-%E9%BA%BB%E7%97%BA%E9%9B%9E-%E5%A4%A7%E5%9F%94-%E5%B7%9D%E8%8F%9C-%E5%9B%9B%E5%B7%9D-%E7%81%AB%E9%8D%8B-r116820
家香,$101-200,59,/zh/hongkong/r-%E5%AE%B6%E9%A6%99-%E7%81%A3%E4%BB%94-%E6%B8%AF%E5%BC%8F-r455682
莆田,$101-200,83,/zh/hongkong/r-%E8%8E%86%E7%94%B0-%E5%B1%AF%E9%96%80-%E9%96%A9%E8%8F%9C-%E7%A6%8F%E5%BB%BA-%E6%B5%B7%E9%AE%AE-r470098
盈福小廚,$101-200,63,/zh/hongkong/r-%E7%9B%88%E7%A6%8F%E5%B0%8F%E5%BB%9A-%E9%8A%85%E9%91%BC%E7%81%A3-%E7%B2%B5%E8%8F%9C-%E5%BB%A3%E6%9D%B1-r450471
聰少甜品,$50以下,84,/zh/hongkong/r-%E8%81%B0%E5%B0%91%E7%94%9C%E5%93%81-%E5%B0%96%E6%B2%99%E5%92%80-%E6%B8%AF%E5%BC%8F-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r503632
金葉小菜館,$101-200,64,/zh/hongkong/r-%E9%87%91%E8%91%89%E5%B0%8F%E8%8F%9C%E9%A4%A8-%E4%BD%90%E6%95%A6-%E6%97%A5%E6%9C%AC%E8%8F%9C-%E4%B8%B2%E7%87%92-r495534
日熹樓,$201-400,65,/zh/hongkong/r-%E6%97%A5%E7%86%B9%E6%A8%93-%E7%81%A3%E4%BB%94-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-r509566
老上海飯店,$201-400,186,/zh/hongkong/r-%E8%80%81%E4%B8%8A%E6%B5%B7%E9%A3%AF%E5%BA%97-%E7%81%A3%E4%BB%94-%E6%BB%AC%E8%8F%9C-%E4%B8%8A%E6%B5%B7-%E9%BB%9E%E5%BF%83-r3100
地茂館甜品,$50以下,205,/zh/hongkong/r-%E5%9C%B0%E8%8C%82%E9%A4%A8%E7%94%9C%E5%93%81-%E4%B9%9D%E9%BE%8D%E5%9F%8E-%E6%B8%AF%E5%BC%8F-%E7%94%9C%E5%93%81-%E7%B3%96%E6%B0%B4-r3565
